address,c_b_no,Borough,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"536 WALES AVENUE",201,BRONX,40.706073,-74.009327,0.7,street_center,,"Wall St",,,"New York",NY,"New York County",10005,US,"TIGER/Line® dataset from the US Census Bureau"
"176 CHRISTOPHER STREET",102,MANHATTAN,40.732343,-74.009642,1,rooftop,176,"Christopher St",,,"New York",NY,"New York County",10014,US,"City of New York"
"2030 MORRIS AVENUE",205,BRONX,40.85256,-73.906121,0.9,range_interpolation,2030,"Morris Ave",,,Bronx,NY,"Bronx County",10453,US,"TIGER/Line® dataset from the US Census Bureau"
"184 WEST STREET",301,BROOKLYN,40.714248,-74.014236,0.88,nearest_rooftop_match,200,"West St",,,"New York",NY,"New York County",10282,US,"City of New York"
"960 KELLY STREET",202,BRONX,40.821552,-73.896026,0.9,range_interpolation,960,"Kelly St",,,Bronx,NY,"Bronx County",10459,US,"TIGER/Line® dataset from the US Census Bureau"
"201 VERONICA PLACE",317,BROOKLYN,40.645207,-73.952752,0.9,range_interpolation,201,"Veronica Pl",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
"70 20 STREET",307,BROOKLYN,40.740503,-73.992745,0.9,range_interpolation,70,"W 20th St",,,"New York",NY,"New York County",10011,US,"TIGER/Line® dataset from the US Census Bureau"
"2840 ATLANTIC AVENUE",305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"180 PARK ROW",103,MANHATTAN,40.713513,-73.999536,1,rooftop,180,"Park Row",,,"New York",NY,"New York County",10007,US,"City of New York"
"136 AINSLIE STREET",301,BROOKLYN,40.712454,-73.949724,0.9,range_interpolation,136,"Ainslie St",,,Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"1745 LINDEN BOULEVARD",305,BROOKLYN,40.657681,-73.897966,0.9,range_interpolation,1745,"Linden Blvd",,,Brooklyn,NY,"Kings County",11207,US,"TIGER/Line® dataset from the US Census Bureau"
"540 WEST 163 STREET",112,MANHATTAN,40.83717,-73.941249,1,rooftop,540,"W 163rd St",,,"New York",NY,"New York County",10032,US,"City of New York"
"1 TEST STREET",101,MANHATTAN,0,0,0,,"Could not geocode address. No matches found.",,,,,,,,,
"809 ATLANTIC AVENUE",302,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"42-07 BELL BOULEVARD",411,QUEENS,40.762112,-73.770481,0.8,range_interpolation,42,"Bell Blvd",,,Bayside,NY,"Queens County",11361,US,"TIGER/Line® dataset from the US Census Bureau"
"1345 3 AVENUE",108,MANHATTAN,40.77282,-73.95825,1,range_interpolation,1345,"3rd Ave",,,"New York",NY,"New York County",10075,US,"TIGER/Line® dataset from the US Census Bureau"
"182 EAST  123 STREET",111,MANHATTAN,40.802473,-73.937605,1,range_interpolation,182,"E 123rd St",,,"New York",NY,"New York County",10035,US,"TIGER/Line® dataset from the US Census Bureau"
"55 DUPONT STREET",301,BROOKLYN,40.735845,-73.957386,0.9,range_interpolation,55,"Dupont St",,,Brooklyn,NY,"Kings County",11222,US,"TIGER/Line® dataset from the US Census Bureau"
"1333 PROSPECT PLACE",308,BROOKLYN,40.673504,-73.932715,0.9,range_interpolation,1333,"Prospect Pl",,,Brooklyn,NY,"Kings County",11213,US,"TIGER/Line® dataset from the US Census Bureau"
"96-47 CORONA AVENUE",404,QUEENS,40.725492,-73.98375,0.9,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"1634 FLATBUSH AVENUE",314,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"1407 BROADWAY",304,BROOKLYN,40.753153,-73.987437,1,rooftop,1407,Broadway,,,"New York",NY,"New York County",10018,US,"City of New York"
"281 MOTHER GASTON BOULEVARD",316,BROOKLYN,40.672409,-73.907364,0.9,rooftop,281,"Mother Gaston Blvd",,,Brooklyn,NY,"Kings County",11212,US,"City of New York"
"63 STANHOPE STREET",304,BROOKLYN,40.696256,-73.925216,0.9,range_interpolation,63,"Stanhope St",,,Brooklyn,NY,"Kings County",11221,US,"TIGER/Line® dataset from the US Census Bureau"
"614 WEST 125 STREET",109,MANHATTAN,40.815921,-73.958635,1,range_interpolation,614,"W 125th St",,,"New York",NY,"New York County",10027,US,"TIGER/Line® dataset from the US Census Bureau"
"1232 BROOKLYN AVENUE",317,BROOKLYN,40.643228,-73.943122,0.9,rooftop,1232,"Brooklyn Ave",,,Brooklyn,NY,"Kings County",11203,US,"City of New York"
"1665 SHEEPSHEAD BAY ROAD",315,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"56-10 VAN CLEEF STREET",404,QUEENS,40.708402,-74.004787,0.9,range_interpolation,56,"Cliff St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
"523 WEST 29 STREET",104,MANHATTAN,40.751845,-74.001841,1,range_interpolation,523,"W 29th St",,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"189 EAST  205 STREET",207,BRONX,40.862344,-73.917401,0.6,street_center,,"W 205th St",,,"New York",NY,"New York County",10034,US,"TIGER/Line® dataset from the US Census Bureau"
"1015 EAST GUN HILL ROAD",212,BRONX,40.874507,-73.857949,0.9,range_interpolation,1015,"E Gun Hill Rd",,,Bronx,NY,"Bronx County",10469,US,"TIGER/Line® dataset from the US Census Bureau"
"724 ELTON AVENUE",201,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"366 LEONARD STREET",301,BROOKLYN,40.717151,-73.948071,0.9,nearest_rooftop_match,364,"Leonard St",,,Brooklyn,NY,"Kings County",11211,US,"City of New York"
"1718 PRESIDENT STREET",309,BROOKLYN,40.666742,-73.930047,0.9,rooftop,1718,"President St",,,Brooklyn,NY,"Kings County",11213,US,"City of New York"
"749 BANK STREET",318,BROOKLYN,40.655018,-73.899365,0.74,nearest_rooftop_match,810,"Bank St",,,Brooklyn,NY,"Kings County",11236,US,"City of New York"
"2274 MORRIS AVENUE",205,BRONX,40.857878,-73.902394,0.9,range_interpolation,2274,"Morris Ave",,,Bronx,NY,"Bronx County",10453,US,"TIGER/Line® dataset from the US Census Bureau"
"166-13 91 AVENUE",412,QUEENS,40.788744,-73.967646,0.8,range_interpolation,166,"W 91st St",,,"New York",NY,"New York County",10024,US,"TIGER/Line® dataset from the US Census Bureau"
"2615 FRONT FARRAGUT ROAD",314,BROOKLYN,40.706008,-74.005498,0.7,street_center,,"Front St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
"1010 WASHINGTON AVENUE",203,BRONX,40.826359,-73.909544,0.9,range_interpolation,1010,"Washington Ave",,,Bronx,NY,"Bronx County",10456,US,"TIGER/Line® dataset from the US Census Bureau"
"358 MALCOLM X BOULEVARD",303,BROOKLYN,40.809542,-73.944082,1,range_interpolation,358,"Malcolm X Blvd",,,"New York",NY,"New York County",10027,US,"TIGER/Line® dataset from the US Census Bureau"
"162 BAY   29 STREET",311,BROOKLYN,40.747285,-73.991502,0.9,range_interpolation,162,"W 29th St",,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"2602 PITKIN AVENUE",305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"156 BAY   29 STREET",311,BROOKLYN,40.747493,-73.992298,0.9,rooftop,156,"W 29th St",,,"New York",NY,"New York County",10001,US,"City of New York"
"258 WEST  154 STREET",110,MANHATTAN,40.828016,-73.936738,1,range_interpolation,258,"W 154th St",,,"New York",NY,"New York County",10039,US,"TIGER/Line® dataset from the US Census Bureau"
"64-34 175 STREET",408,QUEENS,40.845559,-73.937111,0.6,street_center,,"W 175th St",,,"New York",NY,"New York County",10033,US,"TIGER/Line® dataset from the US Census Bureau"
"266 WEST 154 STREET",110,MANHATTAN,40.828086,-73.936863,1,range_interpolation,266,"W 154th St",,,"New York",NY,"New York County",10039,US,"TIGER/Line® dataset from the US Census Bureau"
"1333 PROSPECT PLACE",308,BROOKLYN,40.673504,-73.932715,0.9,range_interpolation,1333,"Prospect Pl",,,Brooklyn,NY,"Kings County",11213,US,"TIGER/Line® dataset from the US Census Bureau"
"11-24 31 DRIVE",401,QUEENS,40.768418,-73.935766,0.8,range_interpolation,11,"31st Dr",,,Astoria,NY,"Queens County",11106,US,"TIGER/Line® dataset from the US Census Bureau"
"31-35 137 STREET",407,QUEENS,40.81476,-73.938129,0.79,nearest_rooftop_match,21,"W 137th St",,,"New York",NY,"New York County",10037,US,"City of New York"
"186 30 STREET",307,BROOKLYN,40.748192,-73.991582,0.9,range_interpolation,186,"W 30th St",,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"1 PUTNAM AVENUE",302,BROOKLYN,40.682856,-73.961229,0.87,nearest_rooftop_match,29,"Putnam Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
"216 20 STREET",NA,BROOKLYN,40.742535,-73.997991,0.9,rooftop,216,"W 20th St",,,"New York",NY,"New York County",10011,US,"City of New York"
"323 8 AVENUE",104,MANHATTAN,40.747355,-73.997098,1,range_interpolation,323,"8th Ave",,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"646 WEST  158 STREET",112,MANHATTAN,40.835481,-73.946517,1,range_interpolation,646,"W 158th St",,,"New York",NY,"New York County",10032,US,"TIGER/Line® dataset from the US Census Bureau"
"71 QUINCY STREET",303,BROOKLYN,40.685926,-73.95858,0.9,range_interpolation,71,"Quincy St",,,Brooklyn,NY,"Kings County",11238,US,"TIGER/Line® dataset from the US Census Bureau"
"254 EUCLID AVENUE",NA,BROOKLYN,40.725492,-73.98375,0.64,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"382 EAST  159 STREET",201,BRONX,40.833339,-73.939627,0.71,nearest_rooftop_match,470,"W 159th St",,,"New York",NY,"New York County",10032,US,"City of New York"
"64 UNIVERSITY PLACE",102,MANHATTAN,40.733004,-73.993815,1,range_interpolation,64,"University Pl",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"2092 GRAND CONCOURSE",205,BRONX,40.717651,-73.992819,0.7,street_center,,"Grand St",,,"New York",NY,"New York County",10002,US,"TIGER/Line® dataset from the US Census Bureau"
"671 TINTON AVENUE",201,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"331 BEACH   35 STREET",414,QUEENS,40.753489,-73.994217,0.9,rooftop,331,"W 35th St",,,"New York",NY,"New York County",10001,US,"City of New York"
"183 CHRYSTIE STREET",103,MANHATTAN,40.721605,-73.992259,1,range_interpolation,183,"Chrystie St",,,"New York",NY,"New York County",10002,US,"TIGER/Line® dataset from the US Census Bureau"
"167 MC GUINNESS BOULEVARD",301,BROOKLYN,40.727764,-73.950167,0.89,nearest_rooftop_match,157,"McGuinness Blvd",,,Brooklyn,NY,"Kings County",11222,US,"City of New York"
"638 WEST  158 STREET",112,MANHATTAN,40.835368,-73.946307,1,range_interpolation,638,"W 158th St",,,"New York",NY,"New York County",10032,US,"TIGER/Line® dataset from the US Census Bureau"
"642 WEST  158 STREET",112,MANHATTAN,40.835425,-73.946412,1,range_interpolation,642,"W 158th St",,,"New York",NY,"New York County",10032,US,"TIGER/Line® dataset from the US Census Bureau"
"323 BERGEN STREET",302,BROOKLYN,40.683069,-73.980985,0.9,range_interpolation,323,"Bergen St",,,Brooklyn,NY,"Kings County",11217,US,"TIGER/Line® dataset from the US Census Bureau"
"16 DUPONT STREET",301,BROOKLYN,40.735741,-73.958221,0.9,range_interpolation,16,"Dupont St",,,Brooklyn,NY,"Kings County",11222,US,"TIGER/Line® dataset from the US Census Bureau"
"3507 ATLANTIC AVENUE",305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"167 MC GUINNESS BOULEVARD",301,BROOKLYN,40.727764,-73.950167,0.89,nearest_rooftop_match,157,"McGuinness Blvd",,,Brooklyn,NY,"Kings County",11222,US,"City of New York"
"728 AUTUMN AVENUE",305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"640 WEST  158 STREET",112,MANHATTAN,40.835397,-73.946359,1,range_interpolation,640,"W 158th St",,,"New York",NY,"New York County",10032,US,"TIGER/Line® dataset from the US Census Bureau"
"167 MC GUINNESS BOULEVARD",301,BROOKLYN,40.727764,-73.950167,0.89,nearest_rooftop_match,157,"McGuinness Blvd",,,Brooklyn,NY,"Kings County",11222,US,"City of New York"
"644 WEST  158 STREET",112,MANHATTAN,40.835453,-73.946464,1,range_interpolation,644,"W 158th St",,,"New York",NY,"New York County",10032,US,"TIGER/Line® dataset from the US Census Bureau"
"575 PARK PLACE",308,BROOKLYN,40.765159,-73.967862,0.95,rooftop,575,"Park Ave",,,"New York",NY,"New York County",10065,US,"City of New York"
"64 UNIVERSITY PLACE",102,MANHATTAN,40.733004,-73.993815,1,range_interpolation,64,"University Pl",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"439 WEST   36 STREET",104,MANHATTAN,40.755454,-73.996791,1,range_interpolation,439,"W 36th St",,,"New York",NY,"New York County",10018,US,"TIGER/Line® dataset from the US Census Bureau"
"679 MARCY AVENUE",303,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"56 QUINCY STREET",303,BROOKLYN,40.685857,-73.959036,0.9,range_interpolation,56,"Quincy St",,,Brooklyn,NY,"Kings County",11238,US,"TIGER/Line® dataset from the US Census Bureau"
"32 COOPER SQUARE",102,MANHATTAN,40.728164,-73.991433,1,rooftop,32,"Cooper Sq",,,"New York",NY,"New York County",10003,US,"City of New York"
"2410 LORILLARD PLACE",206,BRONX,40.856577,-73.888921,0.9,range_interpolation,2410,"Lorillard Pl",,,Bronx,NY,"Bronx County",10458,US,"TIGER/Line® dataset from the US Census Bureau"
"849 CROTONA PARK NORTH",206,BRONX,40.77387,-73.961667,0.9,range_interpolation,849,"Park Ave",,,"New York",NY,"New York County",10075,US,"TIGER/Line® dataset from the US Census Bureau"
"130 HURON STREET",301,BROOKLYN,40.732725,-73.956777,0.9,range_interpolation,130,"Huron St",,,Brooklyn,NY,"Kings County",11222,US,"TIGER/Line® dataset from the US Census Bureau"
"729 EAST  216 STREET",212,BRONX,40.869704,-73.913619,0.6,street_center,,"W 216th St",,,"New York",NY,"New York County",10034,US,"TIGER/Line® dataset from the US Census Bureau"
"1405 BOSTON ROAD",NA,BRONX,40.833536,-73.896698,0.9,range_interpolation,1405,"Boston Rd",,,Bronx,NY,"Bronx County",10456,US,"TIGER/Line® dataset from the US Census Bureau"
"827 STERLING PLACE",NA,BROOKLYN,40.672721,-73.951501,0.9,range_interpolation,827,"Sterling Pl",,,Brooklyn,NY,"Kings County",11216,US,"TIGER/Line® dataset from the US Census Bureau"
"2080 CRUGER AVENUE",211,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"369 MANHATTAN AVENUE",301,BROOKLYN,40.804704,-73.957242,1,rooftop,369,"Manhattan Ave",,,"New York",NY,"New York County",10026,US,"City of New York"
"104-12 LEFFERTS BOULEVARD",410,QUEENS,40.684382,-73.823261,0.8,range_interpolation,104,"Lefferts Blvd",,,"South Richmond Hill",NY,"Queens County",11419,US,"TIGER/Line® dataset from the US Census Bureau"
"134 JANE STREET",102,MANHATTAN,40.737997,-74.008561,1,range_interpolation,134,"Jane St",,,"New York",NY,"New York County",10014,US,"TIGER/Line® dataset from the US Census Bureau"
"138 BRUCKNER BOULEVARD",201,BRONX,40.804076,-73.920779,0.9,range_interpolation,138,"Bruckner Blvd",,,Bronx,NY,"Bronx County",10454,US,"TIGER/Line® dataset from the US Census Bureau"
"47-12 102 STREET",404,QUEENS,40.790619,-73.951152,0.8,nearest_rooftop_match,50,"E 102nd St",,,"New York",NY,"New York County",10029,US,"City of New York"
"323 JACKSON AVENUE",201,BRONX,40.80705,-73.911471,0.9,range_interpolation,323,"Jackson Ave",,,Bronx,NY,"Bronx County",10454,US,"TIGER/Line® dataset from the US Census Bureau"
"447 FENIMORE STREET",309,BROOKLYN,40.659017,-73.948337,0.9,range_interpolation,447,"Fenimore St",,,Brooklyn,NY,"Kings County",11225,US,"TIGER/Line® dataset from the US Census Bureau"
"28-10 WHITESTONE EXPRESSWAY",407,QUEENS,40.790538,-73.824029,0.8,range_interpolation,28,"Whitestone Expy",,,Whitestone,NY,"Queens County",11357,US,"TIGER/Line® dataset from the US Census Bureau"
"203 SUTTER AVENUE",316,BROOKLYN,40.725492,-73.98375,0.69,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"335 8 AVENUE",104,MANHATTAN,40.747615,-73.997043,1,range_interpolation,335,"8th Ave",,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"1847 SEWARD AVENUE",NA,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"951 BEDFORD AVENUE",NA,BROOKLYN,40.691526,-73.955452,0.9,range_interpolation,951,"Bedford Ave",,,Brooklyn,NY,"Kings County",11205,US,"TIGER/Line® dataset from the US Census Bureau"
"136 CENTRAL AVENUE",NA,"STATEN ISLAND",40.744529,-73.670326,0.9,rooftop,136,"Central Ave",,,"New Hyde Park",NY,"Nassau County",11040,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1841 SEWARD AVENUE",NA,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"142 BAY STREET",NA,"STATEN ISLAND",40.6722,-74.0042,0.9,range_interpolation,142,"Bay St",,,Brooklyn,NY,"Kings County",11231,US,"TIGER/Line® dataset from the US Census Bureau"
"331 FENIMORE STREET",309,BROOKLYN,40.658772,-73.951993,0.9,range_interpolation,331,"Fenimore St",,,Brooklyn,NY,"Kings County",11225,US,"TIGER/Line® dataset from the US Census Bureau"
"1057 ATLANTIC AVENUE",303,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"3509 FARRAGUT ROAD",317,BROOKLYN,40.63642,-73.94314,0.9,range_interpolation,3509,"Farragut Rd",,,Brooklyn,NY,"Kings County",11210,US,"TIGER/Line® dataset from the US Census Bureau"
"203 SUTTER AVENUE",316,BROOKLYN,40.725492,-73.98375,0.69,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"265 20 STREET",NA,BROOKLYN,40.743391,-73.999518,0.9,rooftop,265,"W 20th St",,,"New York",NY,"New York County",10011,US,"City of New York"
"258 SAINT JAMES PLACE",302,BROOKLYN,40.713637,-73.997753,0.7,street_center,,"St James Pl",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
"2164 DEAN STREET",316,BROOKLYN,40.715754,-74.006856,0.7,street_center,,"Duane St",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
"1843 SEWARD AVENUE",NA,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"360 WEST   52 STREET",NA,MANHATTAN,40.764143,-73.986581,1,range_interpolation,360,"W 52nd St",,,"New York",NY,"New York County",10019,US,"TIGER/Line® dataset from the US Census Bureau"
"89 DEKALB AVENUE",302,BROOKLYN,40.725492,-73.98375,0.79,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"16 DUPONT STREET",301,BROOKLYN,40.735741,-73.958221,0.9,range_interpolation,16,"Dupont St",,,Brooklyn,NY,"Kings County",11222,US,"TIGER/Line® dataset from the US Census Bureau"
"510 GATES AVENUE",303,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"975 NOSTRAND AVENUE",NA,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"3511 FARRAGUT ROAD",317,BROOKLYN,40.636422,-73.943125,0.9,range_interpolation,3511,"Farragut Rd",,,Brooklyn,NY,"Kings County",11210,US,"TIGER/Line® dataset from the US Census Bureau"
"7 PLATT STREET",101,MANHATTAN,40.70749,-74.00603,1,range_interpolation,7,"Platt St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
"240 WEST  123 STREET",110,MANHATTAN,40.808606,-73.95128,1,range_interpolation,240,"W 123rd St",,,"New York",NY,"New York County",10027,US,"TIGER/Line® dataset from the US Census Bureau"
"405 WEST  206 STREET",112,MANHATTAN,40.863183,-73.91754,1,range_interpolation,405,"W 206th St",,,"New York",NY,"New York County",10034,US,"TIGER/Line® dataset from the US Census Bureau"
"143-26 84 ROAD",408,QUEENS,40.712759,-73.812497,0.8,range_interpolation,143,"84th Rd",,,Jamaica,NY,"Queens County",11435,US,"TIGER/Line® dataset from the US Census Bureau"
"1100 LEGGETT AVENUE",202,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"1038 BROADWAY",303,BROOKLYN,40.741062,-73.98917,1,range_interpolation,1038,Broadway,,,"New York",NY,"New York County",10010,US,"TIGER/Line® dataset from the US Census Bureau"
"136-15 38 AVENUE",407,QUEENS,40.750516,-73.981414,0.8,nearest_rooftop_match,15,"E 38th St",,,"New York",NY,"New York County",10016,US,"City of New York"
"165-15 88 AVENUE",NA,QUEENS,40.782519,-73.958392,0.8,nearest_rooftop_match,15,"E 88th St",,,"New York",NY,"New York County",10128,US,"City of New York"
"4720 3 AVENUE",206,BRONX,40.766307,-73.963353,0.7,street_center,,"3rd Ave",,,"The Bronx",NY,"New York County",10065,US,"TIGER/Line® dataset from the US Census Bureau"
"4720 3 AVENUE",206,BRONX,40.766307,-73.963353,0.7,street_center,,"3rd Ave",,,"The Bronx",NY,"New York County",10065,US,"TIGER/Line® dataset from the US Census Bureau"
"325 BOND STREET",306,BROOKLYN,40.726915,-73.994419,0.7,street_center,,"Bond St",,,"New York",NY,"New York County",10012,US,"TIGER/Line® dataset from the US Census Bureau"
"314 FENIMORE STREET",309,BROOKLYN,40.658736,-73.952427,0.9,range_interpolation,314,"Fenimore St",,,Brooklyn,NY,"Kings County",11225,US,"TIGER/Line® dataset from the US Census Bureau"
"395 CARROLL STREET",306,BROOKLYN,40.678299,-73.990001,0.9,range_interpolation,395,"Carroll St",,,Brooklyn,NY,"Kings County",11231,US,"TIGER/Line® dataset from the US Census Bureau"
"13-19 37 AVENUE",401,QUEENS,40.750639,-73.983399,0.8,range_interpolation,13,"W 37th St",,,"New York",NY,"New York County",10018,US,"TIGER/Line® dataset from the US Census Bureau"
"2066 58 STREET",312,BROOKLYN,40.767384,-73.981892,0.6,street_center,,"W 58th St",,,"New York",NY,"New York County",10019,US,"TIGER/Line® dataset from the US Census Bureau"
"61 METROPOLITAN AVENUE",301,BROOKLYN,40.725492,-73.98375,0.77,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"310 FENIMORE STREET",309,BROOKLYN,40.658728,-73.952529,0.9,range_interpolation,310,"Fenimore St",,,Brooklyn,NY,"Kings County",11225,US,"TIGER/Line® dataset from the US Census Bureau"
"188 AINSLIE STREET",301,BROOKLYN,40.712993,-73.94691,0.9,range_interpolation,188,"Ainslie St",,,Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"570 FULTON STREET",NA,BROOKLYN,40.689535,-73.982206,0.79,nearest_rooftop_match,563,"Fulton St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
"205 JAVA STREET",NA,BROOKLYN,40.731982,-73.952771,0.9,range_interpolation,205,"Java St",,,Brooklyn,NY,"Kings County",11222,US,"TIGER/Line® dataset from the US Census Bureau"
"104 FROST STREET",301,BROOKLYN,40.717705,-73.947281,0.9,range_interpolation,104,"Frost St",,,Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"29 WEST  128 STREET",NA,MANHATTAN,40.808852,-73.941485,1,range_interpolation,29,"W 128th St",,,"New York",NY,"New York County",10027,US,"TIGER/Line® dataset from the US Census Bureau"
"3095 WEBSTER AVENUE",207,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"312 FENIMORE STREET",309,BROOKLYN,40.658732,-73.952478,0.9,range_interpolation,312,"Fenimore St",,,Brooklyn,NY,"Kings County",11225,US,"TIGER/Line® dataset from the US Census Bureau"
"443 EAST  165 STREET",203,BRONX,40.83763,-73.937152,0.9,range_interpolation,443,"W 165th St",,,"New York",NY,"New York County",10032,US,"TIGER/Line® dataset from the US Census Bureau"
"74 JACKSON STREET",NA,BROOKLYN,40.711886,-73.980528,1,range_interpolation,74,"Jackson St",,,"New York",NY,"New York County",10002,US,"TIGER/Line® dataset from the US Census Bureau"
"335 BOND STREET",306,BROOKLYN,40.726915,-73.994419,0.7,street_center,,"Bond St",,,"New York",NY,"New York County",10012,US,"TIGER/Line® dataset from the US Census Bureau"
"536 BAINBRIDGE STREET",NA,BROOKLYN,40.682618,-73.915792,0.9,range_interpolation,536,"Bainbridge St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
"390 MANHATTAN AVENUE",301,BROOKLYN,40.805361,-73.956386,1,rooftop,390,"Manhattan Ave",,,"New York",NY,"New York County",10026,US,"City of New York"
"29-10 21 STREET",NA,QUEENS,40.739974,-73.990109,0.8,nearest_rooftop_match,10,"E 21st St",,,"New York",NY,"New York County",10010,US,"City of New York"
"140-18 CHERRY AVENUE",407,QUEENS,40.710507,-73.995067,0.84,nearest_rooftop_match,150,"Cherry St",,,"New York",NY,"New York County",10002,US,"City of New York"
"163-16 89 AVENUE",NA,QUEENS,40.788421,-73.970762,0.8,range_interpolation,163,"W 89th St",,,"New York",NY,"New York County",10024,US,"TIGER/Line® dataset from the US Census Bureau"
"1229 EASTERN PARKWAY",308,BROOKLYN,40.668759,-73.927817,0.9,range_interpolation,1229,"Eastern Pkwy",,,Brooklyn,NY,"Kings County",11213,US,"TIGER/Line® dataset from the US Census Bureau"
"415 MADISON AVENUE",105,MANHATTAN,40.756689,-73.976285,1,range_interpolation,415,"Madison Ave",,,"New York",NY,"New York County",10017,US,"TIGER/Line® dataset from the US Census Bureau"
"604 EAST 40 STREET",NA,BROOKLYN,40.749689,-73.976452,0.7,street_center,,"E 40th St",,,"New York",NY,"New York County",10016,US,"TIGER/Line® dataset from the US Census Bureau"
"1751 MONROE AVENUE",205,BRONX,40.845917,-73.906418,0.9,range_interpolation,1751,"Monroe Ave",,,Bronx,NY,"Bronx County",10457,US,"TIGER/Line® dataset from the US Census Bureau"
