address,c_b_no,Borough,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"270 NOSTRAND AVENUE",303,BROOKLYN,40.725492,-73.98375,0.62,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"1255 DECATUR STREET",304,BROOKLYN,40.690344,-73.90648,0.9,rooftop,1255,"Decatur St",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
"90-20 QUEENS BOULEVARD",404,QUEENS,40.761113,-73.673538,0.75,range_interpolation,90,"Queens Ln",,,"New Hyde Park",NY,"Nassau County",11040,US,"TIGER/Line® dataset from the US Census Bureau"
"1847 PITKINS AVENUE",316,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"213 14 STREET",306,BROOKLYN,40.738983,-74.000249,0.9,rooftop,213,"W 14th St",,,"New York",NY,"New York County",10011,US,"City of New York"
"651 LIBERTY AVENUE",305,BROOKLYN,40.676156,-73.885894,0.9,range_interpolation,651,"Liberty Ave",,,Brooklyn,NY,"Kings County",11207,US,"TIGER/Line® dataset from the US Census Bureau"
"5012 20 AVENUE",312,BROOKLYN,40.736215,-73.982383,0.6,street_center,,"E 20th St",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"361 EAST 194 STREET",207,BRONX,40.86361,-73.890868,0.9,range_interpolation,361,"E 194th St",,,Bronx,NY,"Bronx County",10458,US,"TIGER/Line® dataset from the US Census Bureau"
"4650 BROADWAY",112,MANHATTAN,40.862078,-73.929895,1,range_interpolation,4650,Broadway,,,"New York",NY,"New York County",10040,US,"TIGER/Line® dataset from the US Census Bureau"
"223 LINDEN STREET",304,BROOKLYN,40.696292,-73.916876,0.9,range_interpolation,223,"Linden St",,,Brooklyn,NY,"Kings County",11221,US,"TIGER/Line® dataset from the US Census Bureau"
"1845 BROADWAY",107,MANHATTAN,40.769243,-73.98225,1,range_interpolation,1845,Broadway,,,"New York",NY,"New York County",10023,US,"TIGER/Line® dataset from the US Census Bureau"
"57-14 A GRANGER STREET",404,QUEENS,40.722587,-73.985883,0.9,nearest_rooftop_match,14,"Ave A",,,"New York",NY,"New York County",10009,US,"City of New York"
"40-21 27 STREET",401,QUEENS,40.743587,-73.986354,0.8,nearest_rooftop_match,21,"E 27th St",,,"New York",NY,"New York County",10016,US,"City of New York"
"2241 CHURCH AVENUE",314,BROOKLYN,40.650266,-73.958243,0.9,range_interpolation,2241,"Church Ave",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
"106-06 ASTORIA BOULEVARD",403,QUEENS,40.729849,-73.991425,0.9,range_interpolation,106,"Astor Pl",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"857 LAFAYETTE AVENUE",303,BROOKLYN,40.691526,-73.938661,0.9,range_interpolation,857,"Lafayette Ave",,,Brooklyn,NY,"Kings County",11221,US,"TIGER/Line® dataset from the US Census Bureau"
"458 CYRUS PLACE",206,BRONX,40.858435,-73.891796,0.9,range_interpolation,458,"Cyrus Pl",,,Bronx,NY,"Bronx County",10458,US,"TIGER/Line® dataset from the US Census Bureau"
"356 EAST 78 STREET",108,MANHATTAN,40.771953,-73.954602,1,range_interpolation,356,"E 78th St",,,"New York",NY,"New York County",10075,US,"TIGER/Line® dataset from the US Census Bureau"
"164 26 STREET",307,BROOKLYN,40.745456,-73.992898,0.9,range_interpolation,164,"W 26th St",,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"910 BERGEN STREET",308,BROOKLYN,40.676922,-73.957546,0.9,range_interpolation,910,"Bergen St",,,Brooklyn,NY,"Kings County",11238,US,"TIGER/Line® dataset from the US Census Bureau"
"465 WEST 163 STREET",112,MANHATTAN,40.836406,-73.938672,1,rooftop,465,"W 163rd St",,,"New York",NY,"New York County",10032,US,"City of New York"
"23-15 44 ROAD",402,QUEENS,40.748214,-73.944661,0.8,range_interpolation,23,"44th Rd",,,"Long Island City",NY,"Queens County",11101,US,"TIGER/Line® dataset from the US Census Bureau"
"221 26 STREET",307,BROOKLYN,40.746532,-73.99527,0.9,rooftop,221,"W 26th St",,,"New York",NY,"New York County",10001,US,"City of New York"
"332 ELDERT STREET",304,BROOKLYN,40.692926,-73.907252,0.9,range_interpolation,332,"Eldert St",,,Brooklyn,NY,"Kings County",11237,US,"TIGER/Line® dataset from the US Census Bureau"
"702 BEACH AVENUE",209,BRONX,40.819191,-73.863251,0.9,range_interpolation,702,"Beach Ave",,,Bronx,NY,"Bronx County",10473,US,"TIGER/Line® dataset from the US Census Bureau"
"27-10 37 AVENUE",401,QUEENS,40.749909,-73.982406,0.8,nearest_rooftop_match,10,"E 37th St",,,"New York",NY,"New York County",10016,US,"City of New York"
"3012 FARRAGUT ROAD",NA,BROOKLYN,40.636125,-73.947912,0.9,range_interpolation,3012,"Farragut Rd",,,Brooklyn,NY,"Kings County",11210,US,"TIGER/Line® dataset from the US Census Bureau"
"333 EAST 82 STREET",108,MANHATTAN,40.774808,-73.952184,1,rooftop,333,"E 82nd St",,,"New York",NY,"New York County",10028,US,"City of New York"
"17 DODWORTH STREET",304,BROOKLYN,40.694622,-73.930475,0.9,range_interpolation,17,"Dodworth St",,,Brooklyn,NY,"Kings County",11221,US,"TIGER/Line® dataset from the US Census Bureau"
"14 5 AVENUE",102,MANHATTAN,40.732624,-73.996316,1,range_interpolation,14,"5th Ave",,,"New York",NY,"New York County",10011,US,"TIGER/Line® dataset from the US Census Bureau"
"87-57 150 STREET",412,QUEENS,40.827711,-73.94313,0.6,street_center,,"W 150th St",,,"New York",NY,"New York County",10031,US,"TIGER/Line® dataset from the US Census Bureau"
"132-55 41 ROAD",407,QUEENS,40.754756,-73.986234,0.6,nearest_rooftop_match,130,"W 41st St",,,"New York",NY,"New York County",10036,US,"City of New York"
"500 WEST 25 STREET",104,MANHATTAN,40.748997,-74.003547,1,rooftop,500,"W 25th St",,,"New York",NY,"New York County",10001,US,"City of New York"
"23-17 41 AVENUE",401,QUEENS,40.75216,-73.980107,0.8,nearest_rooftop_match,24,"E 41st St",,,"New York",NY,"New York County",10017,US,"City of New York"
"113 EAST 55 STREET",105,MANHATTAN,40.760185,-73.971164,1,range_interpolation,113,"E 55th St",,,"New York",NY,"New York County",10022,US,"TIGER/Line® dataset from the US Census Bureau"
"1367 EASTERN PARKWAY",308,BROOKLYN,40.668608,-73.923381,0.9,range_interpolation,1367,"Eastern Pkwy",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
"1999 ANTHONY AVENUE",205,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"205 SAND LANE",502,"STATEN ISLAND",40.699585,-73.981944,0.9,range_interpolation,205,"Sands St",,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
"7 WEST 29 STREET",105,MANHATTAN,40.745602,-73.987078,1,range_interpolation,7,"W 29th St",,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"138-12 101 AVENUE",301,QUEENS,40.795463,-73.963805,0.8,range_interpolation,138,"W 101st St",,,"New York",NY,"New York County",10025,US,"TIGER/Line® dataset from the US Census Bureau"
"26-28 18 STREET",401,QUEENS,40.738712,-73.992481,0.8,range_interpolation,26,"W 18th St",,,"New York",NY,"New York County",10011,US,"TIGER/Line® dataset from the US Census Bureau"
"385 CLASSON AVENUE",303,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"104 DEKALB AVENUE",302,BROOKLYN,40.725492,-73.98375,0.89,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"620 EAST   32 STREET",317,BROOKLYN,40.745324,-73.981738,0.7,street_center,,"E 32nd St",,,"New York",NY,"New York County",10016,US,"TIGER/Line® dataset from the US Census Bureau"
"31 BRIGHTON   11 STREET",313,BROOKLYN,40.733496,-73.99352,0.9,rooftop,31,"E 11th St",,,"New York",NY,"New York County",10003,US,"City of New York"
"31-27 CRESCENT STREET",401,QUEENS,40.743525,-73.990598,0.7,nearest_rooftop_match,32,"W 25th St",,,"New York",NY,"New York County",10010,US,"City of New York"
"172 WEST  225 STREET",208,MANHATTAN,40.875467,-73.912368,0.9,range_interpolation,172,"W 225th St",,,Bronx,NY,"New York County",10463,US,"TIGER/Line® dataset from the US Census Bureau"
"3991 SAXON AVENUE",208,BRONX,40.883351,-73.889764,0.9,range_interpolation,3991,"Saxon Ave",,,Bronx,NY,"Bronx County",10463,US,"TIGER/Line® dataset from the US Census Bureau"
"292 GATES AVENUE",303,BROOKLYN,40.725492,-73.98375,0.6,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"1942 UNIVERSITY AVENUE",NA,BRONX,40.852818,-73.913404,0.9,range_interpolation,1942,"University Ave",,,Bronx,NY,"Bronx County",10453,US,"TIGER/Line® dataset from the US Census Bureau"
"148 BEACH STREET",501,"STATEN ISLAND",40.720628,-74.009775,0.81,nearest_rooftop_match,62,"Beach St",,,"New York",NY,"New York County",10013,US,"City of New York"
"337 EAST 82 STREET",108,MANHATTAN,40.775054,-73.952897,1,range_interpolation,337,"E 82nd St",,,"New York",NY,"New York County",10028,US,"TIGER/Line® dataset from the US Census Bureau"
"2335 2 AVENUE",111,MANHATTAN,40.799498,-73.936223,1,range_interpolation,2335,"2nd Ave",,,"New York",NY,"New York County",10035,US,"TIGER/Line® dataset from the US Census Bureau"
"6 HAVEMEYER STREET",301,BROOKLYN,40.716337,-73.952679,0.9,range_interpolation,6,"Havemeyer St",,,Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"1892 BROADWAY",316,BROOKLYN,40.771088,-73.982002,1,range_interpolation,1892,Broadway,,,"New York",NY,"New York County",10023,US,"TIGER/Line® dataset from the US Census Bureau"
"1325 MORRIS AVENUE",308,BRONX,40.836069,-73.912393,0.9,range_interpolation,1325,"Morris Ave",,,Bronx,NY,"Bronx County",10456,US,"TIGER/Line® dataset from the US Census Bureau"
"2017 GRAND CONCOURSE",205,BRONX,40.717651,-73.992819,0.7,street_center,,"Grand St",,,"New York",NY,"New York County",10002,US,"TIGER/Line® dataset from the US Census Bureau"
"256 WINTHROP STREET",309,BROOKLYN,40.656891,-73.951664,0.9,rooftop,256,"Winthrop St",,,Brooklyn,NY,"Kings County",11225,US,"City of New York"
"738 5 AVENUE",307,BROOKLYN,40.762971,-73.974255,1,range_interpolation,738,"5th Ave",,,"New York",NY,"New York County",10019,US,"TIGER/Line® dataset from the US Census Bureau"
"287 MAPLE STREET",309,BROOKLYN,40.660877,-73.951269,0.9,rooftop,287,"Maple St",,,Brooklyn,NY,"Kings County",11225,US,"City of New York"
"2175 DAVIDSON AVENUE",205,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"147-07 94 AVENUE",412,QUEENS,40.791562,-73.968465,0.8,range_interpolation,147,"W 94th St",,,"New York",NY,"New York County",10025,US,"TIGER/Line® dataset from the US Census Bureau"
"120 LEXINGTON AVENUE",105,MANHATTAN,40.742794,-73.982462,1,range_interpolation,120,"Lexington Ave",,,"New York",NY,"New York County",10016,US,"TIGER/Line® dataset from the US Census Bureau"
"2331 2 AVENUE",111,MANHATTAN,40.799358,-73.9363,1,range_interpolation,2331,"2nd Ave",,,"New York",NY,"New York County",10035,US,"TIGER/Line® dataset from the US Census Bureau"
"1010 BUSHWICK AVENUE",304,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"1968 CROTONA AVENUE",206,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"250 WATER STREET",302,BROOKLYN,40.708235,-74.002404,1,range_interpolation,250,"Water St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
"119 RYERSON STREET",302,BROOKLYN,40.694279,-73.9653,0.9,nearest_rooftop_match,118,"Ryerson St",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
"1274 NEW YORK AVENUE",317,BROOKLYN,40.641851,-73.945511,0.9,nearest_rooftop_match,1273,"New York Ave",,,Brooklyn,NY,"Kings County",11203,US,"City of New York"
"579 3 AVENUE",307,BROOKLYN,40.748228,-73.976126,1,range_interpolation,579,"3rd Ave",,,"New York",NY,"New York County",10016,US,"TIGER/Line® dataset from the US Census Bureau"
"96 16 STREET",307,BROOKLYN,40.738527,-73.995116,0.9,range_interpolation,96,"W 16th St",,,"New York",NY,"New York County",10011,US,"TIGER/Line® dataset from the US Census Bureau"
"23-42 31 DRIVE",401,QUEENS,40.764989,-73.929376,0.8,range_interpolation,23,"31st Dr",,,Astoria,NY,"Queens County",11106,US,"TIGER/Line® dataset from the US Census Bureau"
"872 EAST 180 STREET",206,BRONX,40.850154,-73.94017,0.9,range_interpolation,872,"W 180th St",,,"New York",NY,"New York County",10033,US,"TIGER/Line® dataset from the US Census Bureau"
"968 ROGERS PLACE",202,BRONX,40.823045,-73.897999,0.9,range_interpolation,968,"Rogers Pl",,,Bronx,NY,"Bronx County",10459,US,"TIGER/Line® dataset from the US Census Bureau"
"1017 EAST GUN HILL ROAD",212,BRONX,40.874499,-73.85793,0.9,range_interpolation,1017,"E Gun Hill Rd",,,Bronx,NY,"Bronx County",10469,US,"TIGER/Line® dataset from the US Census Bureau"
"2754 CRESTON AVENUE",207,BRONX,40.869585,-73.893502,0.9,range_interpolation,2754,"Creston Ave",,,Bronx,NY,"Bronx County",10468,US,"TIGER/Line® dataset from the US Census Bureau"
"171 DEVOE STREET",301,BROOKLYN,40.714004,-73.943806,0.9,range_interpolation,171,"Devoe St",,,Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"172 EAST  122 STREET",111,MANHATTAN,40.802087,-73.938495,1,range_interpolation,172,"E 122nd St",,,"New York",NY,"New York County",10035,US,"TIGER/Line® dataset from the US Census Bureau"
"3841 FIELDSTON ROAD",208,BRONX,40.887809,-73.906057,0.9,range_interpolation,3841,"Fieldston Rd",,,Bronx,NY,"Bronx County",10463,US,"TIGER/Line® dataset from the US Census Bureau"
"206 NORTH    8 STREET",301,BROOKLYN,40.743657,-73.999458,0.8,rooftop,206,"8th Ave",,,"New York",NY,"New York County",10011,US,"City of New York"
"89-16 168 STREET",412,QUEENS,40.844298,-73.942696,0.5,nearest_rooftop_match,90,"Haven Ave",,,"New York",NY,"New York County",10032,US,"City of New York"
"1108 SURF AVENUE",313,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"21 LEFFERTS PLACE",302,BROOKLYN,40.681839,-73.962811,0.9,range_interpolation,21,"Lefferts Pl",,,Brooklyn,NY,"Kings County",11238,US,"TIGER/Line® dataset from the US Census Bureau"
"330 EAST   64 STREET",NA,MANHATTAN,40.763299,-73.961587,1,range_interpolation,330,"E 64th St",,,"New York",NY,"New York County",10065,US,"TIGER/Line® dataset from the US Census Bureau"
"336 QUINCY STREET",303,BROOKLYN,40.687153,-73.948438,0.9,range_interpolation,336,"Quincy St",,,Brooklyn,NY,"Kings County",11216,US,"TIGER/Line® dataset from the US Census Bureau"
"846 7 AVENUE",105,MANHATTAN,40.763846,-73.981468,1,range_interpolation,846,"7th Ave",,,"New York",NY,"New York County",10019,US,"TIGER/Line® dataset from the US Census Bureau"
"48 EAST   80 STREET",108,MANHATTAN,40.776726,-73.961237,1,rooftop,48,"E 80th St",,,"New York",NY,"New York County",10075,US,"City of New York"
"762 MACON STREET",303,BROOKLYN,40.684302,-73.920923,0.9,range_interpolation,762,"Macon St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
"185 COLUMBIA STREET",306,BROOKLYN,40.719773,-73.978724,0.9,range_interpolation,185,"Columbia St",,,"New York",NY,"New York County",10002,US,"TIGER/Line® dataset from the US Census Bureau"
"775 REAR WEST  254 STREET",208,BRONX,0,0,0,,"Could not geocode address. No matches found.",,,,,,,,,
"43-21 64 STREET",402,QUEENS,40.772018,-73.98144,0.8,nearest_rooftop_match,43,"W 64th St",,,"New York",NY,"New York County",10023,US,"City of New York"
"11-52 44 DRIVE",402,QUEENS,40.748351,-73.949471,0.8,range_interpolation,11,"44th Dr",,,"Long Island City",NY,"Queens County",11101,US,"TIGER/Line® dataset from the US Census Bureau"
"1036 PROSPECT AVENUE",202,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"353 2 AVENUE",106,MANHATTAN,40.736335,-73.982266,1,rooftop,353,"2nd Ave",,,"New York",NY,"New York County",10010,US,"City of New York"
"68 WEST  119 STREET",308,MANHATTAN,40.808408,-73.958913,1,range_interpolation,68,"W 119th St",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
"24 FROST STREET",301,BROOKLYN,40.717635,-73.951342,0.9,range_interpolation,24,"Frost St",,,Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"2716 21 STREET",401,QUEENS,40.738849,-73.986897,0.6,street_center,,"E 21st St",,,"New York",NY,"New York County",10010,US,"TIGER/Line® dataset from the US Census Bureau"
"173-07 LIBERTY AVENUE",412,QUEENS,40.707334,-74.007559,0.85,range_interpolation,173,"Liberty St",,,"New York",NY,"New York County",10006,US,"TIGER/Line® dataset from the US Census Bureau"
"45-25 DAVIS STREET",402,QUEENS,40.745104,-73.945475,0.8,range_interpolation,45,"Davis St",,,"Long Island City",NY,"Queens County",11101,US,"TIGER/Line® dataset from the US Census Bureau"
"808 ELSMERE PLACE",206,BRONX,40.842858,-73.888424,0.9,range_interpolation,808,"Elsmere Pl",,,Bronx,NY,"Bronx County",10460,US,"TIGER/Line® dataset from the US Census Bureau"
"66 SOUTH    6 STREET",NA,BROOKLYN,40.786258,-73.923016,0.64,nearest_rooftop_match,122,"6th Dr",,,"New York",NY,"New York County",10035,US,"City of New York"
"1010 BUSHWICK AVENUE",304,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"1340 PROSPECT AVENUE",203,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"375 SAND LANE",502,"STATEN ISLAND",40.699436,-73.981032,0.66,nearest_rooftop_match,234,"Sands St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
"436 ETNA STREET",305,BROOKLYN,40.688336,-73.868289,0.9,range_interpolation,436,"Etna St",,,Brooklyn,NY,"Kings County",11208,US,"TIGER/Line® dataset from the US Census Bureau"
"44-01 NORTHERN BOULEVARD",401,QUEENS,40.741974,-73.986215,0.5,nearest_rooftop_match,45,"E 25th St",,,"New York",NY,"New York County",10010,US,"City of New York"
"1095 SOUTHERN BOULEVARD",202,BRONX,40.825967,-73.892072,0.9,range_interpolation,1095,"Southern Blvd",,,Bronx,NY,"Bronx County",10459,US,"TIGER/Line® dataset from the US Census Bureau"
"368 LEONARD STREET",301,BROOKLYN,40.717372,-73.94811,0.9,nearest_rooftop_match,370,"Leonard St",,,Brooklyn,NY,"Kings County",11211,US,"City of New York"
"99 FLEET PLACE",302,BROOKLYN,40.692491,-73.981621,0.9,range_interpolation,99,"Fleet Pl",,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
"43-12 HUNTER STREET",402,QUEENS,40.748242,-73.942198,0.8,range_interpolation,43,"Hunter St",,,"Long Island City",NY,"Queens County",11101,US,"TIGER/Line® dataset from the US Census Bureau"
"36-22 31 STREET",401,QUEENS,40.747177,-73.987401,0.8,range_interpolation,36,"W 31st St",,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"133 EAST   55 STREET",NA,MANHATTAN,40.759756,-73.970399,1,range_interpolation,133,"E 55th St",,,"New York",NY,"New York County",10022,US,"TIGER/Line® dataset from the US Census Bureau"
"289 EAST 161 STREET",204,BRONX,40.836686,-73.943595,0.6,street_center,,"W 161st St",,,"New York",NY,"New York County",10032,US,"TIGER/Line® dataset from the US Census Bureau"
"155 WEST 29 STREET",105,MANHATTAN,40.747449,-73.991181,1,range_interpolation,155,"W 29th St",,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"3827 CARPENTER AVENUE",212,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"315 SUMPTER STREET",316,BROOKLYN,40.680826,-73.912032,0.9,range_interpolation,315,"Sumpter St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
"200 SOUND VIEW AVENUE",209,BRONX,40.725492,-73.98375,0.69,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"147-02 76 ROAD",408,QUEENS,40.723279,-73.81512,0.8,range_interpolation,147,"76th Rd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
"849 CROTONA PARK NORTH",206,BRONX,40.77387,-73.961667,0.9,range_interpolation,849,"Park Ave",,,"New York",NY,"New York County",10075,US,"TIGER/Line® dataset from the US Census Bureau"
"622 AVENUE H",314,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"776 EAST GUN HILL ROAD",212,BRONX,40.876945,-73.864593,0.9,range_interpolation,776,"E Gun Hill Rd",,,Bronx,NY,"Bronx County",10467,US,"TIGER/Line® dataset from the US Census Bureau"
"8025 126 STREET",409,QUEENS,40.810111,-73.948987,0.6,street_center,,"W 126th St",,,"New York",NY,"New York County",10027,US,"TIGER/Line® dataset from the US Census Bureau"
"27 MONTROSE AVENUE",301,BROOKLYN,40.725492,-73.98375,0.73,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"132-49 41 AVENUE",407,QUEENS,40.754756,-73.986234,0.8,nearest_rooftop_match,130,"W 41st St",,,"New York",NY,"New York County",10036,US,"City of New York"
"1118 FULTON STREET",303,BROOKLYN,40.681508,-73.956856,0.9,nearest_rooftop_match,1119,"Fulton St",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
"88 JEWETT AVENUE",501,"STATEN ISLAND",40.725492,-73.98375,0.89,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"521 WEST  134 STREET",109,MANHATTAN,40.818599,-73.95307,1,range_interpolation,521,"W 134th St",,,"New York",NY,"New York County",10031,US,"TIGER/Line® dataset from the US Census Bureau"
"95-08 147 PLACE",412,QUEENS,40.697529,-73.8053,0.8,range_interpolation,95,"147th Pl",,,Jamaica,NY,"Queens County",11435,US,"TIGER/Line® dataset from the US Census Bureau"
"25-36 JACKSON AVENUE",402,QUEENS,40.713002,-73.981023,0.85,nearest_rooftop_match,25,"Jackson St",,,"New York",NY,"New York County",10002,US,"City of New York"
"1323 BOSTON ROAD",203,BRONX,40.831669,-73.899229,0.9,range_interpolation,1323,"Boston Rd",,,Bronx,NY,"Bronx County",10456,US,"TIGER/Line® dataset from the US Census Bureau"
"293 14 STREET",306,BROOKLYN,40.73981,-74.00163,0.9,range_interpolation,293,"W 14th St",,,"New York",NY,"New York County",10011,US,"TIGER/Line® dataset from the US Census Bureau"
"21-27 30 DRIVE",401,QUEENS,40.767969,-73.929,0.8,range_interpolation,21,"30th Dr",,,Astoria,NY,"Queens County",11102,US,"TIGER/Line® dataset from the US Census Bureau"
"469 PRESIDENT STREET",306,BROOKLYN,40.679137,-73.989401,0.9,range_interpolation,469,"President St",,,Brooklyn,NY,"Kings County",11215,US,"TIGER/Line® dataset from the US Census Bureau"
"322 EAST   32 STREET",317,BROOKLYN,40.743568,-73.977249,0.83,nearest_rooftop_match,252,"E 32nd St",,,"New York",NY,"New York County",10016,US,"City of New York"
"150 EAST 91 STREET",108,MANHATTAN,40.782532,-73.95326,1,range_interpolation,150,"E 91st St",,,"New York",NY,"New York County",10128,US,"TIGER/Line® dataset from the US Census Bureau"
"69 SOUTH    8 STREET",301,BROOKLYN,40.730898,-73.992868,0.9,rooftop,69,"E 8th St",,,"New York",NY,"New York County",10003,US,"City of New York"
"177 GREENPOINT AVENUE",NA,BROOKLYN,40.725492,-73.98375,0.72,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"625 ROGERS AVENUE",309,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"3829 CARPENTER AVENUE",212,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"767 EAST  133 STREET",201,BRONX,40.820298,-73.959094,0.9,range_interpolation,767,"W 133rd St",,,"New York",NY,"New York County",10027,US,"TIGER/Line® dataset from the US Census Bureau"
"1522 1 AVENUE",108,MANHATTAN,40.772538,-73.952402,1,range_interpolation,1522,"1st Ave",,,"New York",NY,"New York County",10075,US,"TIGER/Line® dataset from the US Census Bureau"
"361 BEDFORD AVENUE",301,BROOKLYN,40.711456,-73.962991,0.9,range_interpolation,361,"Bedford Ave",,,Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"129-25 101 AVENUE",409,QUEENS,40.795463,-73.963805,0.8,range_interpolation,129,"W 101st St",,,"New York",NY,"New York County",10025,US,"TIGER/Line® dataset from the US Census Bureau"
"15 EAST 19 STREET",314,BROOKLYN,40.738751,-73.990306,1,rooftop,15,"E 19th St",,,"New York",NY,"New York County",10003,US,"City of New York"
"875 ERSKINE STREET",305,BROOKLYN,40.656874,-73.868333,0.9,range_interpolation,875,"Erskine St",,,Brooklyn,NY,"Kings County",11239,US,"TIGER/Line® dataset from the US Census Bureau"
"35 NORTH ELLIOT PLACE",302,BROOKLYN,40.697536,-73.977343,0.9,range_interpolation,35,"N Elliott Pl",,,Brooklyn,NY,"Kings County",11205,US,"TIGER/Line® dataset from the US Census Bureau"
"350 WEST   44 STREET",104,MANHATTAN,40.759012,-73.990013,1,range_interpolation,350,"W 44th St",,,"New York",NY,"New York County",10036,US,"TIGER/Line® dataset from the US Census Bureau"
"830 54 STREET",312,BROOKLYN,40.764544,-73.983083,0.6,street_center,,"W 54th St",,,"New York",NY,"New York County",10019,US,"TIGER/Line® dataset from the US Census Bureau"
"1863 STARR STREET",405,QUEENS,40.710457,-73.917312,0.9,nearest_rooftop_match,1862,"Starr St",,,Ridgewood,NY,"Queens County",11385,US,"City of New York"
"145 BOWERY",103,MANHATTAN,40.719152,-73.99431,1,rooftop,145,Bowery,,,"New York",NY,"New York County",10002,US,"City of New York"
"12-18 38 AVENUE",401,QUEENS,40.750378,-73.981657,0.8,nearest_rooftop_match,18,"E 38th St",,,"New York",NY,"New York County",10016,US,"City of New York"
"634 EAST 32 STREET",317,BROOKLYN,40.745324,-73.981738,0.7,street_center,,"E 32nd St",,,"New York",NY,"New York County",10016,US,"TIGER/Line® dataset from the US Census Bureau"
